customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.60,233.90,No
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.90,1363.45,No
3376-BMGFE,Female,0,No,No,4,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",70.90,273.00,Yes
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",89.05,6254.45,No
3445-HXXGF,Male,1,Yes,No,58,No,"No phone service",DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",45.30,2651.20,Yes
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",20.40,321.40,No
7654-YWJUF,Male,0,Yes,No,43,Yes,No,"Fiber optic",Yes,No,Yes,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",84.25,3539.25,No
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",104.40,242.80,Yes
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Mailed check",81.95,1181.75,No
0691-JVSYA,Female,0,Yes,No,53,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",94.85,5000.20,Yes
5918-VUKWP,Female,0,No,No,32,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",20.55,654.55,No
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",24.70,780.20,No
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",74.45,1145.70,Yes
2070-FNEXE,Female,1,No,No,7,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",76.45,503.60,Yes
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",105.35,1559.25,No
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",20.55,1252.00,No
6317-YPKDH,Female,0,No,No,1,No,"No phone service",DSL,No,Yes,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",29.95,29.95,Yes
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",45.30,45.30,No
9367-WXLCH,Male,0,No,No,8,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Bank transfer (automatic)",84.50,662.65,Yes
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,"One year",No,"Credit card (automatic)",74.75,2453.30,No
1918-ZBFQJ,Female,0,No,No,13,Yes,No,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",79.25,1111.65,Yes
1024-GUALD,Female,0,Yes,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",24.80,24.80,Yes
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Mailed check",51.80,1023.85,No
8167-GJLRN,Male,0,No,No,3,No,"No phone service",DSL,No,No,No,Yes,No,No,Month-to-month,No,"Electronic check",30.40,82.15,No
0956-SYCWG,Female,0,No,No,13,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",19.65,244.80,No
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Credit card (automatic)",56.60,2379.10,No
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,"One year",Yes,"Credit card (automatic)",71.90,3173.35,No
2472-OVKUP,Male,0,Yes,No,6,Yes,No,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",91.00,531.00,Yes
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.75,1375.40,No
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"Two year",No,"Credit card (automatic)",109.70,8129.30,No
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.30,1192.70,No
2604-IJPDU,Female,0,Yes,No,20,Yes,No,"Fiber optic",Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",96.55,1901.65,No
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",24.10,587.40,No
6168-YBYNP,Male,0,No,No,59,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",111.35,6519.75,No
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",112.25,8041.65,No
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.75,20.75,No
9323-HGFWY,Female,0,Yes,No,27,Yes,No,"Fiber optic",Yes,No,No,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",101.90,2681.15,No
8544-GOQSH,Female,0,No,No,14,Yes,No,"Fiber optic",No,Yes,No,Yes,No,No,Month-to-month,Yes,"Credit card (automatic)",80.05,1112.30,No
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"Two year",No,"Electronic check",105.55,7405.50,No
7018-WBJNK,Male,0,No,Yes,13,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",78.30,1033.95,No
9142-KZXOP,Male,0,No,No,44,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",68.85,2958.95,No
7674-YTAFD,Female,0,No,No,33,Yes,No,"Fiber optic",No,Yes,No,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",79.95,2684.85,No
6348-SNFUS,Male,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Credit card (automatic)",55.45,4179.20,No
1285-OKIPP,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",79.90,79.90,Yes
7825-ECJRF,Female,0,No,No,19,Yes,No,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",106.60,1934.45,Yes
1347-KTTTA,Male,0,Yes,No,64,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",102.45,6654.10,No
7841-TZDMQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",46.00,84.50,Yes
4195-NZGTA,Female,0,No,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",25.25,25.25,No
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.75,1124.20,No
4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",20.00,540.05,No
2504-DSHIH,Male,1,Yes,No,23,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",86.80,1975.85,No
0699-NDKJM,Female,0,Yes,No,57,No,"No phone service",DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",58.75,3437.45,No
9286-BHDQG,Male,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,No,"Two year",No,"Credit card (automatic)",45.25,3139.80,No
0230-WEQUW,Male,0,Yes,No,66,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Bank transfer (automatic)",56.60,3789.20,No
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",84.20,5324.50,No
6496-JDSSB,Female,0,No,No,8,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",80.00,624.60,No
9408-SSNVZ,Female,0,No,No,4,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.15,268.35,Yes
4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.75,1836.90,No
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Electronic check",20.20,20.20,No
0742-MOABM,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,"Mailed check",50.05,179.35,Yes
5961-VUSRV,Female,0,No,No,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer (automatic)",19.35,219.35,No
6778-JFCMK,Male,0,No,No,24,No,"No phone service",DSL,Yes,No,No,No,Yes,Yes,"One year",Yes,"Mailed check",50.60,1288.75,No
6341-JVQGF,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,"One year",Yes,"Mailed check",81.15,2545.75,No
2232-DMLXU,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,"Mailed check",55.20,55.20,Yes
4811-JBUVU,Male,0,No,No,30,Yes,Yes,"Fiber optic",No,No,No,Yes,No,Yes,Month-to-month,Yes,"Credit card (automatic)",89.90,2723.15,No
0945-TSONX,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",85.30,4107.25,No
2651-ZCBXV,Male,0,No,No,54,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",108.00,5760.65,No
3316-UWXUY,Male,0,No,No,50,Yes,No,"Fiber optic",Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,"Credit card (automatic)",93.50,4747.50,No
8937-RDTHP,Male,0,No,No,1,Yes,No,"Fiber optic",Yes,No,No,No,No,Yes,Month-to-month,Yes,"Mailed check",84.60,84.60,Yes
7083-MIOPC,Female,0,No,No,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.25,1566.90,No
1984-GPTEH,Female,0,No,No,29,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",25.15,702.00,No
1251-KRREG,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Mailed check",54.40,114.10,Yes
0621-JFHOL,Female,0,No,No,10,No,"No phone service",DSL,No,No,No,Yes,No,No,"Two year",Yes,"Mailed check",29.60,299.05,No
9903-LYSAB,Male,0,Yes,No,18,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",73.15,1305.95,No
0094-OIFMO,Female,1,No,No,11,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.00,1120.30,Yes
9227-UAQFT,Male,0,No,No,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.75,284.35,No
7301-ABVAD,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",86.60,6350.50,No
6614-FHDBO,Male,0,No,No,72,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",109.20,7878.30,No
7576-ASEJU,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",74.70,3187.65,No
9058-HRZSV,Female,1,Yes,No,65,Yes,No,"Fiber optic",Yes,Yes,Yes,No,No,Yes,Month-to-month,No,"Electronic check",94.40,6126.15,No
4522-AKYLR,Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",54.80,731.30,No
0221-WMXNQ,Male,1,No,No,4,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,No,"Electronic check",75.35,273.40,No
0303-UNCIP,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,"One year",No,"Mailed check",65.00,2531.80,No
9947-OTFQU,Male,1,No,No,15,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",74.40,1074.30,Yes
0322-YINQP,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Mailed check",48.55,48.55,Yes
0959-WHOKV,Male,0,No,No,42,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"One year",Yes,"Electronic check",99.00,4298.45,No
4075-JFPGR,Female,0,Yes,No,51,Yes,No,"Fiber optic",Yes,Yes,Yes,No,Yes,No,"One year",Yes,"Electronic check",93.50,4619.55,No
4629-NRXKX,Female,0,Yes,Yes,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.40,147.15,Yes
9514-JDSKI,Male,1,Yes,No,1,No,"No phone service",DSL,No,Yes,No,No,Yes,No,Month-to-month,No,"Electronic check",40.20,40.20,Yes
3282-ZISZV,Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",83.70,2633.30,No
3675-YDUPJ,Male,0,No,No,10,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.85,193.05,No
4111-BNXIF,Female,0,Yes,Yes,67,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",59.55,4103.90,No
7017-VFHAY,Female,0,Yes,Yes,61,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",115.10,7008.15,No
6655-LHBYW,Male,0,No,No,50,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",114.35,5791.10,No
4959-JOSRX,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",44.60,80.55,Yes
5046-NUHWD,Female,1,Yes,No,29,No,"No phone service",DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",45.00,1228.65,No
7273-TEFQD,Male,1,No,No,3,No,"No phone service",DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",41.15,132.20,Yes
3606-TWKGI,Male,1,No,No,13,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",106.90,1364.30,Yes
7529-ZDFXI,Male,1,Yes,No,57,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",89.85,4925.35,No
7605-BDWDC,Female,0,No,No,31,No,"No phone service",DSL,Yes,Yes,No,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",49.85,1520.10,No
1950-KSVVJ,Female,0,Yes,No,45,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",No,"Mailed check",113.30,5032.25,No
0123-CRBRT,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Mailed check",88.10,5526.75,No
6292-TOSSS,Male,0,No,No,50,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.90,1195.25,No
3197-ARFOY,Female,1,No,No,19,Yes,No,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Mailed check",105.00,2007.25,No
6323-AYBRX,Male,0,No,No,59,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.35,1099.60,Yes
7014-ZZXAW,Female,0,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",24.25,1732.95,No
4385-GZQXV,Female,1,No,No,16,Yes,No,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",94.45,1511.20,Yes
7633-MVPUY,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,"Two year",Yes,"Electronic check",59.75,3450.15,No
6366-ZGQGL,Male,0,No,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",24.80,24.80,Yes
4716-HHKQH,Male,1,Yes,No,20,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,No,"Electronic check",107.05,2172.05,No
5940-AHUHD,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",70.60,70.60,Yes
6432-TWQLB,Male,0,Yes,No,5,Yes,Yes,"Fiber optic",No,Yes,No,Yes,No,No,Month-to-month,Yes,"Electronic check",85.40,401.10,Yes
4484-GLZOU,Female,0,Yes,No,52,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105.05,5624.85,Yes
3179-GBRWV,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",64.95,1339.80,No
8645-KWHJO,Male,0,No,No,14,No,"No phone service",DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",55.00,771.95,No
4130-MZLCC,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",50.55,244.75,No
0314-TKOSI,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,"Mailed check",55.15,322.90,No
8229-MYEJZ,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",51.20,498.25,No
2080-SRCDE,Female,0,No,Yes,1,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",25.40,25.40,No
9577-WJVCQ,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,"Mailed check",54.45,3687.75,No
9512-UIBFX,Male,0,Yes,Yes,18,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Mailed check",95.15,1779.95,Yes
6202-DYYFX,Female,0,No,No,22,Yes,Yes,"Fiber optic",No,No,No,No,No,No,"One year",Yes,"Credit card (automatic)",76.00,1783.60,No
3808-HFKDE,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",44.35,927.15,No
5583-SXDAG,Male,0,Yes,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.00,70.00,Yes
3488-PGMQJ,Male,1,No,No,8,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",74.50,606.55,Yes
3580-REOAC,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",44.85,435.40,Yes
7534-BFESC,Male,1,No,No,24,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",76.10,1712.70,Yes
3727-OWVYD,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,"One year",No,"Mailed check",61.20,2021.20,No
2294-SALNE,Male,0,Yes,Yes,23,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,No,"One year",No,"Mailed check",86.80,1940.80,No
4847-TAJYI,Female,1,No,No,6,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.35,567.80,No
1563-IWQEX,Female,0,No,No,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.70,220.35,No
8203-XJZRC,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.25,20.25,No
6556-DBKZF,Female,0,Yes,Yes,71,Yes,No,"Fiber optic",No,No,Yes,No,No,No,"Two year",No,"Electronic check",76.05,5436.45,No
6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.80,3437.50,No
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",74.55,3015.75,No
6390-DSAZX,Female,0,No,Yes,1,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Mailed check",73.60,73.60,Yes
0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",64.90,1509.80,No
8098-LLAZX,Female,1,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.45,396.10,Yes
8266-VBFQL,Male,0,No,No,4,Yes,No,"Fiber optic",No,No,Yes,Yes,No,Yes,Month-to-month,Yes,"Electronic check",90.40,356.65,No
8181-YHCMF,Female,0,Yes,Yes,68,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",60.30,4109.00,No
2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Mailed check",81.85,3141.70,No
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",24.80,1229.10,No
0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.90,2303.35,Yes
4115-BNPJY,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,"Two year",No,"Mailed check",75.55,2054.40,No
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,No,"Electronic check",101.15,3741.85,No
4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",78.75,3682.45,No
1098-TDVUQ,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer (automatic)",19.25,19.25,No
7277-OZCGZ,Female,0,No,No,22,Yes,No,"Fiber optic",Yes,No,No,Yes,No,Yes,Month-to-month,Yes,"Electronic check",89.05,1886.25,No
1557-EMYVT,Female,0,No,No,43,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",115.05,4895.10,No
2799-ARNLO,Female,1,Yes,No,5,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",69.35,341.60,No
7563-BIUPC,Male,0,No,No,5,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",80.60,415.55,Yes
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",110.05,5686.40,No
3973-SKMLN,Male,0,No,No,71,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",19.90,1355.10,No
2321-OMBXY,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",80.30,3058.65,Yes
2840-XANRC,Male,1,Yes,No,24,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.15,2231.05,Yes
6745-JEFZB,Male,0,Yes,No,35,Yes,Yes,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",91.50,3236.35,No
5020-ZSTTY,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,"One year",No,"Bank transfer (automatic)",82.45,4350.10,Yes
9880-TDQAC,Female,0,Yes,Yes,72,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",60.00,4264.00,No
8705-WZCYL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",44.80,44.80,No
7102-JJVTX,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,"One year",No,"Mailed check",48.60,422.30,No
8626-PTQGE,Male,0,No,No,69,No,"No phone service",DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",60.05,4176.70,No
4983-CLMLV,Female,0,Yes,No,52,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",102.70,5138.10,No
5701-YVSVF,Female,1,Yes,No,11,Yes,No,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",82.90,880.05,No
5804-LEPIM,Female,1,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.35,139.05,Yes
5697-GOMBF,Female,1,Yes,Yes,28,No,"No phone service",DSL,No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",35.90,973.65,No
2739-CACDQ,Female,1,No,No,17,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",82.65,1470.05,No
9385-EHGDO,Female,0,Yes,Yes,35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.85,739.35,No
